throttle,steer,pitch,yaw,roll,jump,boost,handbrake
0.9921875,-0.9609375,0.0,0.0,0.0,1.0,-1.0,1.0
0.9921875,-0.8984375,-0.10896128094173992,-0.05866905550983897,0.663233993948702,1.0,-1.0,1.0
0.9921875,-0.8671875,0.0,0.0,0.0,1.0,-1.0,1.0
0.9921875,-0.828125,-0.15788851453459118,1.0,0.7276383633019751,0.0,-1.0,1.0
0.9921875,-0.375,0.0,0.0,0.0,0.0,-1.0,1.0
0.9921875,-0.0,-0.35838288148501307,-0.423241054713768,0.4413581730431557,0.0,-1.0,-1.0
0.9921875,-0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
0.9921875,-0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
0.9921875,-0.0,-1.0,-1.0,-0.1114341518895125,0.0,-1.0,-1.0
0.9921875,-0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
0.9921875,-0.0,-1.0,1.0,0.02811540915349865,0.0,-1.0,-1.0
0.9921875,-0.2734375,0.0,0.0,0.0,0.0,-1.0,-1.0
0.9921875,-0.7265625,-1.0,1.0,0.023811637695007583,0.0,-1.0,-1.0
0.9921875,-0.953125,0.0,0.0,0.0,0.0,-1.0,-1.0
0.9921875,-0.9921875,0.0,0.0,0.0,0.0,-1.0,-1.0
0.9921875,-0.9921875,1.0,0.5988397385504571,-0.11522304012457787,0.0,-1.0,-1.0
0.9921875,-0.9921875,0.0,0.0,0.0,0.0,1.0,-1.0
0.9921875,-0.390625,-1.0,-1.0,0.46288220816014947,0.0,1.0,-1.0
0.9921875,-0.0,0.0,0.0,0.0,0.0,1.0,-1.0
0.9921875,-0.0,0.0,0.0,0.0,0.0,1.0,-1.0
0.9921875,-0.0,0.0,0.0,0.0,0.0,1.0,-1.0
0.9921875,-0.0,0.0,0.0,0.0,0.0,1.0,-1.0
0.9921875,0.078125,0.0,0.0,0.0,0.0,1.0,-1.0
0.9921875,0.7578125,0.0,0.0,0.0,0.0,1.0,-1.0
0.9921875,0.953125,0.0,0.0,0.0,0.0,1.0,-1.0
0.9921875,0.90625,0.0,0.0,0.0,0.0,1.0,-1.0
0.9921875,0.171875,0.0,0.0,0.0,0.0,-1.0,-1.0
0.9921875,-0.03125,0.0,0.0,0.0,0.0,-1.0,-1.0
0.9921875,-0.2265625,0.0,0.0,0.0,0.0,-1.0,-1.0
0.9921875,-0.234375,0.0,0.0,0.0,0.0,-1.0,-1.0
0.9921875,-0.015625,0.0,0.0,0.0,0.0,-1.0,-1.0
0.9921875,-0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
0.9921875,0.515625,0.0,0.0,0.0,0.0,-1.0,-1.0
0.984375,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0
0.9375,1.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.9140625,1.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.921875,1.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.9453125,1.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.9765625,0.7578125,0.0,0.0,0.0,0.0,-1.0,-1.0
0.984375,-0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
0.9609375,-0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
0.8828125,0.265625,0.0,0.0,0.0,0.0,-1.0,-1.0
0.7890625,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0
0.5390625,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0
0.015625,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0
0.25,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
0.5390625,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
0.8046875,0.890625,0.0,0.0,0.0,0.0,-1.0,0.0
0.890625,0.6171875,0.0,0.0,0.0,1.0,-1.0,0.0
0.9921875,0.3125,0.0,0.0,0.0,1.0,1.0,0.0
0.9921875,-0.4453125,0.0,0.0,0.0,1.0,1.0,1.0
0.9921875,-0.6171875,0.0,0.0,0.0,1.0,1.0,1.0
0.9921875,-0.640625,-1.0,0.8772492875503795,0.1608438910502949,1.0,1.0,1.0
0.9921875,-0.8359375,-1.0,-0.2656946518602718,-0.15236493336705803,0.0,1.0,1.0
0.9921875,-0.8984375,0.0,0.0,0.0,0.0,1.0,1.0
0.9609375,-0.9609375,-1.0,-0.3327037766532377,-0.5145715686861914,0.0,1.0,1.0
0.890625,-0.9609375,0.0,0.0,0.0,0.0,1.0,1.0
0.828125,-0.9609375,-1.0,-0.4890446488324428,-0.675987882338381,0.0,1.0,1.0
0.7265625,-0.9609375,0.0,0.0,0.0,0.0,1.0,1.0
0.6640625,-0.953125,-0.4525828692620984,-0.2114708925234075,-0.4887044314258271,0.0,1.0,1.0
0.65625,-0.375,0.0,0.0,0.0,0.0,1.0,-1.0
0.7421875,0.359375,-0.2353775728001718,-1.0,-0.5028236775938428,0.0,1.0,-1.0
0.828125,0.484375,0.0,0.0,0.0,1.0,1.0,-1.0
0.890625,0.421875,-0.5468744359156311,-1.0,1.0,1.0,1.0,-1.0
0.921875,-0.0,0.0,0.0,0.0,1.0,1.0,-1.0
0.890625,-0.0,0.0,0.0,0.0,1.0,1.0,-1.0
0.9609375,0.0078125,-1.0,1.0,-1.0,1.0,1.0,-1.0
0.9921875,0.0546875,0.0,0.0,0.0,1.0,1.0,-1.0
0.9921875,0.078125,-1.0,0.2925997122400631,-0.6153065115546452,1.0,1.0,-1.0
0.9921875,0.1328125,0.0,0.0,0.0,1.0,1.0,-1.0
0.9921875,0.2421875,0.0,0.0,0.0,1.0,1.0,-1.0
0.9921875,0.328125,-1.0,1.0,1.0,1.0,1.0,-1.0
0.9921875,0.390625,-1.0,1.0,0.31598032234980306,1.0,1.0,-1.0
0.9921875,0.4453125,0.0,0.0,0.0,1.0,1.0,-1.0
0.9921875,0.5546875,0.0,0.0,0.0,0.0,1.0,-1.0
0.9921875,0.6171875,-1.0,1.0,0.6341206669443091,0.0,1.0,-1.0
0.9921875,0.6796875,0.0,0.0,0.0,0.0,1.0,-1.0
0.9921875,0.7734375,-1.0,1.0,-1.0,0.0,1.0,-1.0
0.9921875,0.828125,0.0,0.0,0.0,0.0,1.0,-1.0
0.9921875,0.8359375,0.0,0.0,0.0,0.0,1.0,-1.0
0.9921875,0.8515625,-1.0,1.0,-0.9258858294782102,0.0,1.0,-1.0
0.9921875,0.9140625,0.0,0.0,0.0,0.0,1.0,-1.0
0.9921875,0.9296875,0.5510856130699711,0.37621362829245,0.005071644385878312,0.0,1.0,-1.0
0.9921875,0.9921875,0.0,0.0,0.0,0.0,1.0,-1.0
0.9921875,1.0,0.0,0.0,0.0,0.0,1.0,-1.0
0.9921875,1.0,0.372799502601633,0.11604594181405263,0.0036005182522846463,0.0,1.0,-1.0
0.9921875,0.5390625,0.0,0.0,0.0,1.0,1.0,-1.0
0.9921875,0.640625,0.26618518145055453,0.0481322390418178,-0.0016165966152281023,1.0,1.0,-1.0
0.9921875,0.71875,0.12414850785440892,-0.0017037842292104465,-0.001364388267089619,0.0,1.0,-1.0
0.9921875,0.90625,0.7064351667786645,-0.04272937680409315,0.22845317131247456,1.0,1.0,-1.0
0.9921875,0.203125,0.3297103876286732,-1.0,0.920403996133305,1.0,1.0,-1.0
0.9921875,0.109375,0.0,0.0,0.0,1.0,1.0,-1.0
0.9921875,0.109375,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
0.890625,0.109375,0.0,0.0,0.0,1.0,-1.0,-1.0
0.5625,0.1171875,0.0,0.0,0.0,1.0,-1.0,-1.0
0.3828125,0.09375,0.33409847133817877,1.0,-0.9557403036686953,1.0,-1.0,-1.0
0.53125,0.1171875,0.0,0.0,0.0,1.0,-1.0,-1.0
0.7890625,0.0859375,-1.0,-0.0953851024766992,-0.582705841755317,1.0,-1.0,-1.0
0.9921875,0.03125,0.0,0.0,0.0,1.0,-1.0,-1.0
0.9921875,0.0390625,0.29048913927453307,-1.0,-0.7318696882014186,1.0,1.0,-1.0
0.9921875,0.0625,0.0,0.0,0.0,1.0,1.0,-1.0
0.9921875,0.0859375,0.0,0.0,0.0,1.0,1.0,-1.0
0.9921875,0.0859375,0.5692095704244723,-0.8707471823687997,-0.69015258285809,1.0,1.0,-1.0
0.9921875,0.0859375,0.0,0.0,0.0,1.0,1.0,-1.0
0.9921875,-0.0,0.20343664962306057,0.49360901647363165,-0.27487915760504666,1.0,1.0,-1.0
0.9921875,-0.09375,0.0,0.0,0.0,1.0,1.0,-1.0
0.9921875,-0.453125,0.3868329280975314,0.5011940500090255,0.14432195503848885,1.0,1.0,-1.0
0.9921875,-0.796875,0.4196906457098484,0.4409310030330862,0.3884461094905561,0.0,-1.0,-1.0
0.9921875,-0.9140625,0.7655489188077679,0.2707425999500354,0.3080301852218293,0.0,-1.0,-1.0
0.9921875,-0.9609375,0.0,0.0,0.0,0.0,-1.0,-1.0
0.9921875,-0.9609375,0.39169570504374707,1.0,0.4097593667843969,0.0,-1.0,-1.0
0.9921875,-0.9609375,0.0,0.0,0.0,0.0,-1.0,-1.0
0.828125,-0.9609375,0.0,0.0,0.0,0.0,-1.0,-1.0
0.6796875,-0.9609375,0.21218076968171212,1.0,0.6405164822993876,0.0,-1.0,-1.0
0.65625,-0.96875,0.0,0.0,0.0,0.0,-1.0,-1.0
0.65625,-0.9921875,0.1600488212328016,0.1815583325633333,0.6812291841193374,0.0,-1.0,-1.0
0.65625,-0.9921875,0.0,0.0,0.0,0.0,-1.0,-1.0
0.6875,-0.9921875,-0.001299231560407675,-0.7451130472778538,0.3531798926866136,0.0,-1.0,-1.0
0.8203125,-0.9921875,0.0,0.0,0.0,0.0,-1.0,-1.0
0.9296875,-0.875,0.0,0.0,0.0,0.0,-1.0,-1.0
0.9921875,-0.6953125,-0.4278020567486302,-0.7341754449234427,-0.12759797101553166,0.0,1.0,-1.0
0.9921875,-0.6171875,0.0,0.0,0.0,0.0,1.0,-1.0
0.9921875,-0.6171875,-0.0891176681277273,-0.710423314359767,-0.19891814373568315,0.0,1.0,-1.0
0.9921875,-0.734375,0.0,0.0,0.0,0.0,1.0,-1.0
0.9921875,-0.8046875,0.03626171077933204,-0.289896021541497,-0.586113492508324,0.0,1.0,-1.0
0.9921875,-0.8125,0.0,0.0,0.0,0.0,-1.0,-1.0
